age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre
47,Other,Premium,7.74,25,Africa,Desktop,17.99,0,Debit Card,1,0.3,Documentary
38,Female,Basic,7.99,27,South America,Mobile,8.99,0,Credit Card,3,0.29,Comedy
63,Other,Premium,26.2,52,North America,Laptop,17.99,0,Gift Card,2,0.49,Horror
29,Other,Standard,8.15,13,North America,TV,13.99,0,Crypto,2,0.58,Drama
39,Male,Premium,4.84,0,Africa,Laptop,17.99,0,Debit Card,2,4.84,Comedy
23,Male,Basic,0.6,6,Oceania,Desktop,8.99,1,PayPal,3,0.09,Documentary
58,Female,Basic,10.42,6,Oceania,Tablet,8.99,0,Debit Card,2,1.49,Documentary
26,Male,Standard,2.35,25,Oceania,Tablet,13.99,0,PayPal,5,0.09,Romance
63,Male,Premium,3.17,14,Oceania,Tablet,17.99,1,Gift Card,5,0.21,Comedy
37,Male,Premium,24.13,31,South America,TV,17.99,0,Crypto,2,0.75,Action
48,Female,Standard,3.84,23,South America,Tablet,13.99,1,Crypto,1,0.16,Romance
32,Other,Premium,14.31,43,Europe,Desktop,17.99,0,Credit Card,5,0.33,Horror
64,Female,Basic,6.74,46,North America,Tablet,8.99,1,Credit Card,5,0.14,Documentary
47,Female,Basic,10.89,48,Oceania,Mobile,8.99,1,Debit Card,5,0.22,Comedy
48,Female,Standard,21.16,28,South America,Mobile,13.99,0,PayPal,5,0.73,Comedy
44,Other,Basic,22.22,42,Asia,Tablet,8.99,0,Gift Card,5,0.52,Comedy
44,Male,Standard,27.08,16,Asia,Desktop,13.99,0,Crypto,3,1.59,Horror
49,Female,Basic,7.69,2,Africa,Mobile,8.99,0,Gift Card,1,2.56,Comedy
60,Female,Basic,15.01,20,South America,Mobile,8.99,0,Crypto,1,0.71,Sci-Fi
61,Other,Premium,12.59,11,North America,TV,17.99,0,Crypto,5,1.05,Romance
68,Female,Basic,6.43,38,Asia,Desktop,8.99,1,Crypto,3,0.16,Comedy
55,Male,Standard,22.74,5,Europe,Mobile,13.99,0,PayPal,3,3.79,Horror
54,Male,Premium,10.36,50,Europe,TV,17.99,0,Credit Card,5,0.2,Sci-Fi
29,Female,Basic,0.65,12,Europe,Tablet,8.99,1,Crypto,3,0.05,Drama
56,Other,Premium,0.85,29,Oceania,TV,17.99,1,Crypto,5,0.03,Sci-Fi
18,Other,Premium,6.61,50,South America,Laptop,17.99,1,Gift Card,2,0.13,Horror
26,Other,Standard,5.59,1,North America,Tablet,13.99,0,Debit Card,3,2.79,Romance
24,Male,Standard,2.65,32,South America,TV,13.99,1,Credit Card,4,0.08,Drama
26,Male,Standard,10.62,60,South America,Mobile,13.99,0,Debit Card,5,0.17,Action
47,Male,Standard,4.22,12,South America,Mobile,13.99,1,Debit Card,3,0.32,Drama
59,Male,Standard,7.33,21,Oceania,Mobile,13.99,0,PayPal,4,0.33,Documentary
25,Other,Standard,9.92,3,Europe,Tablet,13.99,0,Crypto,5,2.48,Horror
35,Male,Premium,9.51,2,Oceania,Desktop,17.99,0,Gift Card,1,3.17,Horror
37,Other,Basic,23.55,17,Europe,Mobile,8.99,0,Crypto,2,1.31,Comedy
27,Female,Standard,3.4,46,Africa,Laptop,13.99,1,PayPal,1,0.07,Action
54,Other,Standard,3.47,31,Africa,Laptop,13.99,1,PayPal,5,0.11,Documentary
66,Female,Standard,0.06,58,Europe,Mobile,13.99,1,PayPal,2,0.0,Documentary
64,Female,Standard,31.14,39,Oceania,Laptop,13.99,0,Debit Card,3,0.78,Documentary
38,Female,Basic,5.61,12,South America,Desktop,8.99,1,Gift Card,2,0.43,Drama
53,Male,Standard,3.74,21,Africa,Laptop,13.99,1,Debit Card,3,0.17,Romance
51,Female,Premium,0.46,7,Africa,TV,17.99,1,PayPal,2,0.06,Drama
69,Male,Basic,4.88,29,South America,Desktop,8.99,1,PayPal,1,0.16,Comedy
61,Male,Standard,8.85,13,Africa,Tablet,13.99,0,Crypto,2,0.63,Comedy
18,Male,Basic,4.91,44,Africa,Tablet,8.99,1,Gift Card,1,0.11,Romance
31,Female,Basic,2.82,51,North America,Desktop,8.99,1,Credit Card,2,0.05,Action
29,Other,Standard,2.22,34,North America,Tablet,13.99,1,Debit Card,4,0.06,Action
45,Female,Premium,9.28,34,Europe,Laptop,17.99,1,Credit Card,2,0.27,Horror
41,Male,Premium,10.7,50,South America,Tablet,17.99,0,PayPal,5,0.21,Drama
69,Female,Basic,9.95,34,Africa,Laptop,8.99,1,Crypto,4,0.28,Documentary
33,Male,Standard,2.31,46,Asia,Tablet,13.99,1,Credit Card,1,0.05,Sci-Fi
55,Female,Premium,2.59,17,North America,Mobile,17.99,0,PayPal,5,0.14,Drama
34,Female,Premium,14.62,47,North America,Tablet,17.99,1,Crypto,5,0.3,Drama
68,Other,Basic,2.39,47,Oceania,Mobile,8.99,1,Credit Card,5,0.05,Sci-Fi
32,Male,Basic,26.07,37,Oceania,Laptop,8.99,0,Credit Card,2,0.69,Drama
64,Male,Basic,15.08,36,Europe,Desktop,8.99,1,Credit Card,3,0.41,Romance
44,Female,Basic,47.4,9,North America,Desktop,8.99,0,Debit Card,5,4.74,Romance
29,Other,Standard,0.53,13,Africa,Desktop,13.99,1,Debit Card,3,0.04,Action
40,Male,Basic,2.24,9,Oceania,Desktop,8.99,1,Debit Card,2,0.22,Drama
57,Other,Basic,6.73,51,North America,Desktop,8.99,1,Debit Card,1,0.13,Romance
47,Other,Premium,12.6,52,Africa,TV,17.99,1,Crypto,5,0.24,Sci-Fi
31,Other,Standard,0.21,16,Africa,Laptop,13.99,1,Debit Card,1,0.01,Drama
66,Female,Premium,19.19,40,Africa,Desktop,17.99,1,Credit Card,3,0.47,Documentary
32,Other,Premium,5.09,37,Oceania,Desktop,17.99,0,Credit Card,5,0.13,Drama
55,Other,Premium,1.63,52,Africa,Tablet,17.99,1,Gift Card,1,0.03,Action
48,Female,Basic,4.59,55,South America,Tablet,8.99,1,Debit Card,1,0.08,Drama
66,Female,Premium,2.29,52,Europe,Desktop,17.99,1,Crypto,2,0.04,Romance
60,Female,Premium,2.09,14,North America,Laptop,17.99,1,Gift Card,2,0.14,Comedy
34,Male,Premium,27.92,35,Africa,TV,17.99,0,Crypto,4,0.78,Horror
38,Other,Standard,32.69,7,Asia,Tablet,13.99,0,Gift Card,4,4.09,Documentary
22,Male,Premium,1.78,17,Africa,Desktop,17.99,1,Gift Card,4,0.1,Documentary
24,Female,Basic,8.27,14,Africa,TV,8.99,0,Credit Card,3,0.55,Sci-Fi
65,Other,Standard,10.38,10,Oceania,Desktop,13.99,0,PayPal,4,0.94,Horror
41,Male,Premium,10.81,44,South America,Tablet,17.99,1,Gift Card,3,0.24,Documentary
20,Other,Premium,2.86,34,Africa,Laptop,17.99,1,Credit Card,3,0.08,Romance
50,Male,Premium,7.96,51,Oceania,Tablet,17.99,1,Gift Card,5,0.15,Horror
38,Other,Standard,29.16,46,North America,Tablet,13.99,0,Crypto,5,0.62,Drama
30,Female,Basic,12.11,25,Oceania,TV,8.99,0,Gift Card,4,0.47,Romance
35,Female,Premium,14.42,30,South America,TV,17.99,0,Gift Card,2,0.47,Action
35,Male,Standard,1.91,38,Asia,Desktop,13.99,1,Debit Card,2,0.05,Drama
59,Male,Premium,9.49,42,Oceania,Desktop,17.99,1,Debit Card,2,0.22,Action
27,Male,Premium,2.83,37,Oceania,Tablet,17.99,1,Gift Card,2,0.07,Action
22,Other,Standard,0.72,49,Africa,Desktop,13.99,1,Gift Card,5,0.01,Horror
23,Female,Premium,5.48,16,Europe,Tablet,17.99,0,Debit Card,1,0.32,Drama
24,Other,Basic,5.28,55,South America,Tablet,8.99,1,Credit Card,4,0.09,Horror
20,Other,Standard,8.96,34,Africa,Tablet,13.99,1,Gift Card,1,0.26,Comedy
19,Male,Premium,14.47,27,Asia,Mobile,17.99,0,Crypto,2,0.52,Action
27,Other,Premium,1.44,48,Asia,Laptop,17.99,1,Credit Card,1,0.03,Sci-Fi
33,Other,Standard,16.3,11,Europe,Tablet,13.99,0,Gift Card,2,1.36,Sci-Fi
21,Male,Basic,8.58,44,South America,TV,8.99,1,Crypto,2,0.19,Sci-Fi
61,Female,Standard,6.67,6,South America,Tablet,13.99,0,Gift Card,1,0.95,Sci-Fi
67,Female,Basic,35.37,27,South America,Desktop,8.99,0,Debit Card,4,1.26,Sci-Fi
18,Male,Standard,3.57,50,Africa,Desktop,13.99,1,Debit Card,4,0.07,Horror
25,Female,Premium,33.04,37,Asia,Tablet,17.99,0,Crypto,2,0.87,Horror
48,Male,Basic,6.44,40,Asia,Desktop,8.99,1,Crypto,5,0.16,Documentary
60,Other,Standard,10.1,28,North America,Mobile,13.99,0,Crypto,5,0.35,Romance
50,Other,Basic,3.37,3,South America,Mobile,8.99,0,Credit Card,3,0.84,Documentary
43,Male,Standard,16.44,60,Africa,Laptop,13.99,1,Gift Card,4,0.27,Drama
26,Male,Standard,11.12,2,Asia,TV,13.99,0,Debit Card,4,3.71,Horror
25,Female,Premium,11.67,17,Africa,Desktop,17.99,0,Gift Card,4,0.65,Sci-Fi
26,Male,Basic,10.54,27,Oceania,TV,8.99,1,PayPal,1,0.38,Horror
67,Other,Standard,17.13,42,North America,Tablet,13.99,0,PayPal,4,0.4,Drama
47,Other,Premium,33.79,52,Asia,Tablet,17.99,0,Debit Card,3,0.64,Drama
33,Male,Premium,32.7,47,Asia,TV,17.99,0,Debit Card,2,0.68,Comedy
41,Other,Standard,3.59,41,Africa,Laptop,13.99,1,Gift Card,5,0.09,Comedy
47,Male,Premium,22.31,6,Africa,TV,17.99,0,Gift Card,3,3.19,Comedy
50,Female,Basic,7.45,2,Europe,Laptop,8.99,0,Gift Card,3,2.48,Sci-Fi
56,Other,Premium,3.41,53,Asia,Tablet,17.99,1,PayPal,4,0.06,Horror
26,Female,Basic,14.85,26,North America,Mobile,8.99,0,Crypto,4,0.55,Action
24,Other,Basic,17.04,23,Europe,Mobile,8.99,0,Credit Card,4,0.71,Romance
51,Male,Premium,0.19,20,Africa,TV,17.99,0,Debit Card,4,0.01,Romance
50,Male,Premium,13.05,31,Asia,Tablet,17.99,0,Debit Card,4,0.41,Horror
35,Other,Basic,0.87,58,North America,Tablet,8.99,1,Debit Card,5,0.01,Action
53,Male,Premium,1.83,15,North America,Tablet,17.99,1,PayPal,3,0.11,Drama
32,Female,Standard,52.67,34,Asia,Laptop,13.99,0,Gift Card,3,1.5,Sci-Fi
34,Female,Basic,37.61,50,Asia,TV,8.99,0,Credit Card,5,0.74,Action
69,Male,Standard,11.83,7,Oceania,TV,13.99,0,Debit Card,4,1.48,Documentary
31,Male,Premium,2.62,34,Oceania,Desktop,17.99,1,Crypto,4,0.07,Comedy
58,Female,Premium,25.6,55,Asia,Tablet,17.99,0,PayPal,1,0.46,Action
42,Female,Basic,9.75,48,South America,Laptop,8.99,1,Crypto,5,0.2,Sci-Fi
35,Other,Basic,0.03,5,Asia,TV,8.99,1,PayPal,3,0.01,Horror
61,Female,Premium,16.44,22,Europe,Mobile,17.99,0,Credit Card,2,0.71,Sci-Fi
19,Female,Standard,2.38,19,Europe,Desktop,13.99,1,Crypto,3,0.12,Action
65,Male,Standard,19.08,52,Asia,Tablet,13.99,1,PayPal,2,0.36,Drama
24,Male,Standard,19.5,44,Africa,Desktop,13.99,1,Crypto,5,0.43,Sci-Fi
25,Other,Premium,11.65,18,Africa,Desktop,17.99,0,Credit Card,3,0.61,Comedy
20,Male,Basic,10.81,22,South America,Tablet,8.99,1,Gift Card,2,0.47,Drama
37,Male,Standard,21.24,41,Oceania,Mobile,13.99,0,Debit Card,4,0.51,Drama
30,Female,Basic,19.21,22,Asia,Mobile,8.99,0,PayPal,4,0.84,Romance
44,Other,Standard,7.64,35,Africa,Laptop,13.99,0,Credit Card,4,0.21,Comedy
62,Female,Basic,1.8,4,South America,Mobile,8.99,1,Crypto,5,0.36,Drama
46,Other,Basic,8.48,34,South America,TV,8.99,1,Debit Card,5,0.24,Comedy
63,Other,Premium,20.27,57,South America,Mobile,17.99,0,PayPal,4,0.35,Documentary
41,Male,Basic,17.87,6,North America,Tablet,8.99,0,PayPal,1,2.55,Drama
63,Male,Standard,3.82,31,Oceania,Tablet,13.99,1,PayPal,4,0.12,Action
52,Female,Basic,41.33,41,North America,Laptop,8.99,1,Gift Card,1,0.98,Sci-Fi
50,Male,Premium,25.98,37,Oceania,Tablet,17.99,0,PayPal,5,0.68,Drama
30,Male,Standard,1.87,28,North America,Desktop,13.99,0,Debit Card,4,0.06,Sci-Fi
50,Other,Basic,2.85,22,Europe,Desktop,8.99,1,Debit Card,1,0.12,Drama
61,Female,Standard,5.84,58,North America,Desktop,13.99,0,PayPal,5,0.1,Horror
30,Male,Basic,1.07,35,Oceania,Tablet,8.99,1,Credit Card,3,0.03,Horror
43,Female,Basic,12.52,26,Europe,TV,8.99,0,Credit Card,2,0.46,Horror
56,Other,Premium,2.04,27,Oceania,TV,17.99,1,Debit Card,1,0.07,Romance
35,Female,Basic,7.06,14,Africa,Tablet,8.99,0,Gift Card,5,0.47,Documentary
61,Other,Standard,12.41,10,Europe,TV,13.99,0,Crypto,2,1.13,Romance
40,Other,Basic,75.99,9,Africa,Mobile,8.99,0,Credit Card,1,7.6,Comedy
57,Other,Standard,4.99,9,North America,Tablet,13.99,0,Crypto,5,0.5,Romance
19,Other,Standard,12.97,36,South America,Desktop,13.99,0,Debit Card,4,0.35,Romance
55,Female,Premium,9.52,15,Asia,Tablet,17.99,0,PayPal,2,0.59,Comedy
41,Other,Basic,2.09,52,Asia,Laptop,8.99,1,Crypto,3,0.04,Comedy
22,Female,Standard,19.19,29,Asia,TV,13.99,0,Debit Card,1,0.64,Sci-Fi
35,Female,Standard,0.45,7,Oceania,Laptop,13.99,0,Debit Card,5,0.06,Documentary
35,Other,Premium,5.39,54,South America,TV,17.99,1,Debit Card,1,0.1,Comedy
70,Male,Premium,15.73,56,North America,Mobile,17.99,1,Crypto,3,0.28,Drama
32,Female,Premium,14.36,0,South America,Desktop,17.99,0,PayPal,2,14.36,Romance
25,Other,Basic,15.26,34,Asia,Laptop,8.99,1,Credit Card,4,0.44,Comedy
49,Female,Basic,1.58,29,North America,Tablet,8.99,1,Credit Card,4,0.05,Comedy
49,Other,Standard,2.76,20,Europe,Mobile,13.99,0,Debit Card,4,0.13,Action
67,Female,Basic,6.88,44,Africa,Laptop,8.99,1,Gift Card,4,0.15,Horror
39,Male,Premium,4.22,33,Asia,Desktop,17.99,1,PayPal,2,0.12,Drama
34,Other,Basic,4.43,33,Oceania,Laptop,8.99,1,Gift Card,2,0.13,Romance
27,Other,Premium,5.05,47,South America,Tablet,17.99,1,Crypto,5,0.11,Romance
53,Female,Standard,3.47,38,Asia,Mobile,13.99,1,Crypto,1,0.09,Horror
31,Male,Premium,8.88,25,Asia,TV,17.99,0,Debit Card,4,0.34,Action
46,Other,Basic,19.72,47,Oceania,Desktop,8.99,1,Credit Card,1,0.41,Horror
30,Female,Standard,28.52,28,Africa,TV,13.99,0,Credit Card,4,0.98,Documentary
65,Other,Standard,3.26,41,Asia,Desktop,13.99,1,PayPal,5,0.08,Action
64,Male,Standard,1.24,9,Africa,Mobile,13.99,0,Credit Card,4,0.12,Sci-Fi
38,Other,Standard,32.73,21,Asia,Mobile,13.99,0,Debit Card,5,1.49,Documentary
56,Female,Basic,20.91,35,North America,Tablet,8.99,0,Credit Card,4,0.58,Documentary
34,Male,Standard,8.59,17,South America,TV,13.99,0,Gift Card,3,0.48,Drama
35,Female,Basic,7.37,9,Asia,Tablet,8.99,0,PayPal,4,0.74,Horror
27,Male,Premium,18.7,29,Europe,Mobile,17.99,0,Credit Card,4,0.62,Action
52,Other,Basic,2.11,46,Asia,Mobile,8.99,1,PayPal,5,0.04,Action
46,Male,Premium,21.11,48,Africa,Tablet,17.99,0,Gift Card,4,0.43,Horror
56,Other,Basic,2.19,35,Asia,Laptop,8.99,1,Credit Card,5,0.06,Documentary
44,Male,Premium,30.04,56,Asia,Mobile,17.99,0,Debit Card,5,0.53,Romance
36,Male,Basic,12.52,6,Asia,Laptop,8.99,0,Credit Card,4,1.79,Documentary
62,Male,Standard,21.13,36,Asia,Mobile,13.99,0,PayPal,2,0.57,Documentary
60,Other,Standard,13.86,8,Europe,Desktop,13.99,0,Debit Card,1,1.54,Documentary
21,Female,Standard,12.52,46,Africa,Laptop,13.99,1,Crypto,5,0.27,Horror
53,Male,Premium,2.27,38,North America,Tablet,17.99,1,Crypto,4,0.06,Drama
70,Male,Basic,1.69,23,Oceania,Tablet,8.99,1,Crypto,3,0.07,Sci-Fi
32,Male,Premium,0.53,23,North America,Mobile,17.99,1,Crypto,3,0.02,Action
39,Female,Basic,6.52,54,Asia,TV,8.99,1,PayPal,4,0.12,Romance
35,Female,Standard,2.19,57,Oceania,Tablet,13.99,1,Gift Card,2,0.04,Comedy
26,Other,Standard,4.42,55,Asia,Laptop,13.99,1,PayPal,4,0.08,Horror
38,Female,Standard,3.79,32,Africa,Tablet,13.99,1,Crypto,3,0.11,Drama
31,Female,Basic,0.42,43,Oceania,Tablet,8.99,1,Credit Card,3,0.01,Documentary
43,Male,Premium,0.05,33,Europe,Tablet,17.99,1,Debit Card,4,0.0,Sci-Fi
62,Other,Basic,6.72,19,Oceania,Tablet,8.99,0,Debit Card,5,0.34,Romance
28,Male,Standard,1.05,26,Europe,Laptop,13.99,0,PayPal,4,0.04,Action
19,Female,Premium,4.06,7,Africa,Laptop,17.99,0,PayPal,3,0.51,Action
34,Other,Premium,9.67,7,Oceania,Mobile,17.99,0,Credit Card,1,1.21,Drama
59,Male,Premium,6.27,12,North America,Mobile,17.99,0,Debit Card,3,0.48,Romance
27,Other,Basic,2.58,6,South America,Tablet,8.99,1,Debit Card,3,0.37,Romance
65,Other,Standard,10.07,20,Africa,Mobile,13.99,0,Credit Card,1,0.48,Romance
22,Other,Standard,2.12,58,Europe,Mobile,13.99,1,Gift Card,1,0.04,Action
51,Male,Standard,11.48,15,Asia,Laptop,13.99,0,Crypto,2,0.72,Romance
28,Other,Basic,4.82,31,North America,Desktop,8.99,1,Crypto,5,0.15,Drama
27,Male,Basic,46.09,3,Oceania,TV,8.99,0,Crypto,4,11.52,Documentary
60,Female,Premium,15.94,4,South America,Desktop,17.99,0,PayPal,3,3.19,Action
47,Female,Standard,20.83,58,Asia,TV,13.99,0,Debit Card,3,0.35,Horror
40,Female,Premium,2.66,52,South America,Laptop,17.99,1,PayPal,1,0.05,Romance
45,Female,Basic,31.15,22,Asia,Tablet,8.99,0,Credit Card,5,1.35,Drama
64,Female,Standard,12.5,33,Asia,TV,13.99,0,Debit Card,5,0.37,Romance
22,Other,Premium,2.15,30,South America,Tablet,17.99,1,Debit Card,3,0.07,Drama
55,Female,Premium,17.76,49,Europe,Tablet,17.99,1,Credit Card,3,0.36,Drama
21,Male,Standard,12.34,5,Africa,Tablet,13.99,0,PayPal,2,2.06,Sci-Fi
37,Female,Basic,18.86,42,Europe,Tablet,8.99,1,PayPal,5,0.44,Comedy
21,Other,Premium,13.66,36,Oceania,Tablet,17.99,1,Credit Card,3,0.37,Horror
32,Male,Premium,13.09,51,North America,Tablet,17.99,1,Crypto,2,0.25,Action
37,Other,Standard,10.87,1,Oceania,Mobile,13.99,0,Gift Card,5,5.43,Documentary
42,Female,Standard,33.48,16,Europe,Desktop,13.99,0,Debit Card,2,1.97,Action
46,Male,Basic,5.07,0,Africa,Desktop,8.99,0,Debit Card,1,5.07,Comedy
59,Female,Premium,26.54,33,Oceania,Laptop,17.99,0,Crypto,3,0.78,Sci-Fi
24,Female,Basic,0.19,49,Oceania,Tablet,8.99,1,Crypto,3,0.0,Romance
30,Female,Basic,4.21,13,Oceania,Desktop,8.99,1,Debit Card,4,0.3,Drama
63,Other,Standard,5.11,18,Asia,Tablet,13.99,0,Crypto,1,0.27,Horror
51,Male,Premium,3.41,46,Asia,Desktop,17.99,1,Gift Card,2,0.07,Comedy
47,Male,Premium,7.42,47,Africa,Tablet,17.99,1,Crypto,4,0.15,Horror
32,Female,Standard,2.74,8,Asia,TV,13.99,1,Credit Card,1,0.3,Action
60,Other,Premium,2.56,22,Asia,Mobile,17.99,1,Crypto,2,0.11,Sci-Fi
40,Other,Premium,2.28,37,Africa,Laptop,17.99,1,Gift Card,2,0.06,Action
46,Other,Basic,6.46,35,Europe,Desktop,8.99,1,Gift Card,4,0.18,Sci-Fi
33,Female,Premium,11.3,7,North America,Tablet,17.99,0,Gift Card,1,1.41,Drama
31,Female,Premium,3.13,7,North America,Mobile,17.99,0,Debit Card,5,0.39,Documentary
39,Other,Basic,9.89,45,Africa,Mobile,8.99,1,Gift Card,4,0.22,Documentary
19,Female,Premium,0.6,26,Oceania,Mobile,17.99,1,Gift Card,1,0.02,Sci-Fi
25,Male,Premium,44.46,33,Oceania,Tablet,17.99,0,PayPal,1,1.31,Drama
49,Male,Basic,9.67,57,Europe,Mobile,8.99,1,Credit Card,1,0.17,Horror
67,Other,Basic,10.17,18,North America,Tablet,8.99,0,Gift Card,2,0.54,Action
55,Male,Standard,1.88,44,Europe,Tablet,13.99,1,PayPal,4,0.04,Action
19,Male,Premium,0.36,28,Oceania,Desktop,17.99,1,Credit Card,1,0.01,Comedy
59,Female,Premium,0.61,17,Africa,Tablet,17.99,0,Debit Card,5,0.03,Documentary
26,Other,Basic,23.33,27,North America,Mobile,8.99,0,Gift Card,1,0.83,Action
58,Female,Standard,76.29,5,Europe,Mobile,13.99,0,Crypto,5,12.72,Sci-Fi
18,Male,Premium,10.08,33,Oceania,Mobile,17.99,1,Credit Card,2,0.3,Documentary
59,Other,Basic,8.48,24,North America,TV,8.99,1,Crypto,1,0.34,Drama
41,Male,Premium,16.13,44,Asia,Desktop,17.99,0,Debit Card,4,0.36,Horror
28,Male,Basic,0.43,6,South America,TV,8.99,1,Credit Card,3,0.06,Drama
35,Male,Basic,43.84,24,South America,TV,8.99,0,Gift Card,4,1.75,Action
56,Other,Standard,3.62,22,Asia,TV,13.99,1,Crypto,1,0.16,Horror
34,Female,Premium,1.67,29,Africa,Tablet,17.99,1,Credit Card,1,0.06,Comedy
41,Female,Standard,7.91,41,Asia,Desktop,13.99,0,PayPal,4,0.19,Romance
43,Other,Premium,7.18,5,North America,Desktop,17.99,0,Crypto,5,1.2,Sci-Fi
56,Female,Standard,30.05,14,Africa,Mobile,13.99,0,Gift Card,1,2.0,Horror
31,Female,Premium,0.57,60,Oceania,Mobile,17.99,1,Crypto,3,0.01,Action
46,Other,Standard,28.66,37,Africa,Laptop,13.99,0,PayPal,1,0.75,Comedy
45,Male,Premium,18.07,4,Asia,Tablet,17.99,0,Gift Card,1,3.61,Romance
68,Female,Standard,36.44,49,Oceania,Mobile,13.99,0,Gift Card,3,0.73,Sci-Fi
29,Male,Standard,4.09,59,Europe,TV,13.99,1,Credit Card,2,0.07,Sci-Fi
45,Other,Premium,8.95,16,Europe,Laptop,17.99,0,Credit Card,3,0.53,Sci-Fi
64,Male,Basic,1.84,30,Oceania,Tablet,8.99,1,Credit Card,4,0.06,Sci-Fi
57,Other,Standard,2.93,35,South America,Laptop,13.99,1,PayPal,5,0.08,Drama
27,Male,Basic,3.36,22,Asia,Mobile,8.99,1,PayPal,3,0.15,Romance
30,Male,Premium,1.84,2,Oceania,Tablet,17.99,0,PayPal,2,0.61,Action
69,Female,Standard,5.7,27,South America,Laptop,13.99,0,Crypto,1,0.2,Horror
33,Other,Basic,4.44,28,Asia,Mobile,8.99,1,Crypto,1,0.15,Horror
66,Female,Standard,32.75,41,Africa,Tablet,13.99,0,Credit Card,1,0.78,Romance
24,Female,Premium,15.52,33,Europe,TV,17.99,1,Crypto,1,0.46,Romance
45,Male,Basic,0.29,45,Oceania,Tablet,8.99,1,Debit Card,2,0.01,Documentary
19,Other,Premium,1.68,18,Africa,Tablet,17.99,0,PayPal,4,0.09,Horror
33,Male,Premium,22.26,35,Europe,Tablet,17.99,0,Debit Card,3,0.62,Drama
43,Male,Standard,26.79,6,Africa,TV,13.99,0,Credit Card,3,3.83,Comedy
19,Female,Basic,48.49,7,Europe,TV,8.99,0,Debit Card,4,6.06,Action
64,Other,Premium,1.83,0,Africa,Tablet,17.99,0,PayPal,1,1.83,Romance
42,Other,Standard,6.91,21,Asia,Mobile,13.99,0,Gift Card,4,0.31,Drama
63,Male,Premium,50.34,16,Europe,TV,17.99,0,Crypto,5,2.96,Romance
37,Other,Basic,11.16,23,North America,Tablet,8.99,0,PayPal,2,0.47,Documentary
60,Male,Basic,5.34,18,Asia,TV,8.99,0,Credit Card,2,0.28,Drama
64,Male,Basic,19.1,30,Europe,Tablet,8.99,0,Credit Card,4,0.62,Documentary
18,Female,Basic,1.97,46,South America,TV,8.99,1,Crypto,2,0.04,Action
61,Female,Standard,2.54,49,South America,TV,13.99,1,Gift Card,3,0.05,Drama
70,Other,Basic,13.09,13,Asia,Tablet,8.99,0,Debit Card,2,0.93,Comedy
43,Female,Standard,3.16,7,Asia,Mobile,13.99,1,PayPal,2,0.4,Sci-Fi
20,Male,Basic,3.38,34,Europe,TV,8.99,1,Credit Card,5,0.1,Romance
49,Other,Basic,1.17,46,South America,Laptop,8.99,1,Debit Card,1,0.02,Romance
40,Male,Basic,4.92,30,North America,Tablet,8.99,1,Credit Card,5,0.16,Documentary
63,Male,Basic,2.24,27,Africa,Mobile,8.99,1,Credit Card,4,0.08,Drama
30,Other,Premium,4.45,43,Europe,Mobile,17.99,1,Gift Card,4,0.1,Action
53,Male,Premium,11.18,19,South America,Tablet,17.99,0,PayPal,4,0.56,Comedy
18,Other,Premium,9.52,5,Oceania,Desktop,17.99,0,Gift Card,2,1.59,Drama
39,Other,Standard,0.75,27,Africa,Laptop,13.99,1,Crypto,4,0.03,Romance
70,Male,Standard,13.92,57,North America,Laptop,13.99,1,Crypto,1,0.24,Action
19,Male,Premium,5.34,0,Europe,Tablet,17.99,0,Credit Card,3,5.34,Documentary
48,Other,Basic,10.9,26,Oceania,Mobile,8.99,1,Crypto,2,0.4,Horror
26,Male,Premium,8.13,12,South America,Laptop,17.99,0,Credit Card,4,0.63,Sci-Fi
48,Female,Standard,17.03,57,Europe,TV,13.99,0,Debit Card,5,0.29,Action
19,Female,Premium,4.73,41,Asia,Tablet,17.99,1,Crypto,2,0.11,Drama
70,Male,Basic,110.4,33,Africa,Desktop,8.99,0,PayPal,5,3.25,Horror
18,Female,Standard,5.32,18,Asia,Desktop,13.99,0,Gift Card,3,0.28,Sci-Fi
58,Female,Standard,2.51,31,North America,Desktop,13.99,1,PayPal,5,0.08,Drama
57,Male,Premium,44.65,52,Oceania,Tablet,17.99,0,Credit Card,5,0.84,Comedy
47,Other,Standard,1.59,34,Oceania,Mobile,13.99,1,Gift Card,1,0.05,Comedy
22,Other,Premium,32.25,30,Africa,TV,17.99,0,Gift Card,2,1.04,Romance
52,Other,Premium,1.42,45,North America,Tablet,17.99,1,PayPal,5,0.03,Horror
53,Other,Standard,3.68,55,Oceania,Tablet,13.99,1,PayPal,1,0.07,Documentary
34,Other,Premium,1.41,20,South America,TV,17.99,0,Credit Card,4,0.07,Action
46,Male,Basic,1.6,31,North America,Desktop,8.99,1,Crypto,3,0.05,Drama
33,Male,Premium,12.0,18,Africa,Laptop,17.99,0,Debit Card,3,0.63,Comedy
59,Other,Basic,10.68,13,Asia,TV,8.99,0,Debit Card,1,0.76,Romance
51,Other,Standard,1.23,4,Europe,Tablet,13.99,0,Credit Card,4,0.25,Comedy
36,Male,Basic,0.38,44,Oceania,Laptop,8.99,1,Crypto,2,0.01,Comedy
31,Female,Basic,9.38,9,Africa,TV,8.99,0,Crypto,1,0.94,Horror
